-101.000000	100.000000	-91.180490	
-100.778424	100.221576	-91.180490	
-100.556847	100.000000	-91.199838	
-100.326247	99.673753	-91.224150	
-100.000000	99.172171	-91.260293	
-99.913915	99.086085	-91.267810	
-99.827829	99.000000	-91.275327	
-99.462934	98.537066	-91.311470	
-99.054037	98.000000	-91.352771	
-99.032708	97.967292	-91.355130	
-99.000000	97.914536	-91.358861	
-98.584689	97.415311	-91.398790	
-98.245920	97.000000	-91.431721	
-98.143502	96.856498	-91.442460	
-98.000000	96.649061	-91.457782	
-97.699939	96.300061	-91.486120	
-97.445253	96.000000	-91.510340	
-97.253679	95.746321	-91.529780	
-97.000000	95.403141	-91.555839	
-96.811377	95.188623	-91.573440	
-96.647032	95.000000	-91.588851	
-96.362393	94.637607	-91.617100	
-96.000000	94.168931	-91.653384	
-95.920271	94.079729	-91.660760	
-95.849496	94.000000	-91.667331	
-95.469682	93.530318	-91.704420	
-95.045964	93.000000	-91.746073	
-95.026438	92.973562	-91.748080	
-95.000000	92.937191	-91.750822	
-94.575744	92.424256	-91.791740	
-94.228173	92.000000	-91.825438	
-94.129516	91.870484	-91.835400	
-94.000000	91.698262	-91.848574	
-93.680781	91.319219	-91.879060	
-93.414029	91.000000	-91.904649	
-93.232478	90.767522	-91.922730	
-93.000000	90.466665	-91.946015	
-92.784945	90.215055	-91.966390	
-92.602320	90.000000	-91.983753	
-92.335155	89.664845	-92.010050	
-92.000000	89.240648	-92.043203	
-91.888362	89.111638	-92.053710	
-91.792284	89.000000	-92.062779	
-91.437481	88.562519	-92.097370	
-91.000000	88.018999	-92.140200	
-90.991137	88.008863	-92.141030	
-90.983422	88.000000	-92.141754	
-90.539439	87.460561	-92.184690	
-90.162842	87.000000	-92.221240	
-90.091619	86.908381	-92.228350	
-90.000000	86.789572	-92.237537	
-89.641045	86.358955	-92.272010	
-89.343523	86.000000	-92.300672	
-89.191918	85.808082	-92.315670	
-89.000000	85.563403	-92.334732	
-88.742312	85.257688	-92.359330	
-88.526193	85.000000	-92.380021	
-88.292149	84.707851	-92.403000	
-88.000000	84.340876	-92.431777	
-87.843262	84.156738	-92.446660	
-87.710439	84.000000	-92.459302	
-87.392267	83.607733	-92.490320	
-87.000000	83.121405	-92.528679	
-86.943914	83.056086	-92.533980	
-86.895948	83.000000	-92.538523	
-86.492247	82.507753	-92.577640	
-86.077908	82.000000	-92.617899	
-86.043648	81.956352	-92.621300	
-86.000000	81.900415	-92.625648	
-85.592076	81.407924	-92.664960	
-85.255721	81.000000	-92.697455	
-85.142519	80.857481	-92.708620	
-85.000000	80.677088	-92.722718	
-84.691752	80.308248	-92.752280	
-84.435194	80.000000	-92.776939	
-84.241393	79.758607	-92.795940	
-84.000000	79.456467	-92.819676	
-83.791272	79.208728	-92.839610	
-83.616068	79.000000	-92.856372	
-83.340238	78.659762	-92.883270	
-83.000000	78.238206	-92.916530	
-82.890639	78.109361	-92.926930	
-82.798132	78.000000	-92.935744	
-82.439032	77.560968	-92.970590	
-82.000000	77.022015	-93.013289	
-81.989856	77.010144	-93.014250	
-81.981214	77.000000	-93.015070	
-81.537762	76.462238	-93.057910	
-81.158020	76.000000	-93.094671	
-81.087948	75.912052	-93.101570	
-81.000000	75.801190	-93.110250	
-80.636421	75.363579	-93.145230	
-80.335395	75.000000	-93.174247	
-80.185949	74.814051	-93.188890	
-80.000000	74.581757	-93.207150	
-79.735001	74.264999	-93.232550	
-79.514015	74.000000	-93.253768	
-79.283958	73.716042	-93.276210	
-79.000000	73.364251	-93.303973	
-78.833499	73.166501	-93.319880	
-78.693727	73.000000	-93.333252	
-78.381958	72.618042	-93.363540	
-78.000000	72.148472	-93.400718	
-77.931913	72.068087	-93.407200	
-77.874403	72.000000	-93.412684	
-77.479937	71.520063	-93.450860	
-77.053866	71.000000	-93.492168	
-77.029955	70.970045	-93.494520	
-77.000000	70.932384	-93.497472	
-76.577885	70.422115	-93.538180	
-76.229745	70.000000	-93.571809	
